image_id,ar,num_input_candidates,num_valid_candidates,num_effective_candidates,num_cheap_kept,num_expensive_eval,selected_k,decision_type,delta_improve
pond5_image_87705379,4:3,111,1,1,1,1,1,minimal_crop,0.0
pond5_image_148346188,1:1,122,42,42,30,30,5,crop,1.5070379835255023
pond5_image_148346188,9:16,55,0,55,30,30,5,minimal_crop,0.0
pond5_image_148346188,16:9,164,55,55,30,30,5,minimal_crop,0.0
pond5_image_148346188,3:4,60,6,6,6,6,5,minimal_crop,0.0
pond5_image_148346188,4:3,144,48,48,30,30,5,minimal_crop,0.004230570793152033
sstk_image_202990849,1:1,101,3,3,3,3,3,minimal_crop,0.0
sstk_image_202990849,9:16,61,0,61,30,30,5,minimal_crop,0.0
sstk_image_202990849,16:9,105,2,2,2,2,2,minimal_crop,0.0
sstk_image_202990849,3:4,91,0,91,30,30,5,minimal_crop,0.0
sstk_image_202990849,4:3,149,37,37,30,30,5,crop,3.7981899478748593
bigstock_image_383601974,1:1,120,3,3,3,3,3,minimal_crop,0.0
bigstock_image_383601974,9:16,137,51,51,30,30,5,minimal_crop,0.0
bigstock_image_383601974,16:9,66,0,9,9,9,5,minimal_crop,0.0
bigstock_image_383601974,3:4,142,35,35,30,30,5,minimal_crop,0.013274797135590433
bigstock_image_383601974,4:3,66,0,13,13,13,5,minimal_crop,0.0
sstk_image_386731204,1:1,119,29,29,29,29,5,minimal_crop,0.0
sstk_image_386731204,9:16,58,0,58,30,30,5,minimal_crop,0.0
sstk_image_386731204,16:9,156,36,36,30,30,5,minimal_crop,0.016842778249973156
sstk_image_386731204,3:4,65,0,65,30,30,5,minimal_crop,0.0
sstk_image_386731204,4:3,156,56,56,30,30,5,minimal_crop,0.007617968868012026
pond5_image_88046037,1:1,116,0,116,30,30,5,minimal_crop,0.0
pond5_image_88046037,9:16,54,0,54,30,30,5,minimal_crop,0.0
pond5_image_88046037,16:9,150,0,150,30,30,5,minimal_crop,0.0
pond5_image_88046037,3:4,59,0,59,30,30,5,minimal_crop,0.0
pond5_image_88046037,4:3,159,4,4,4,4,4,minimal_crop,0.0
bigstock_image_447783883,1:1,134,37,37,30,30,5,minimal_crop,0.006272414326667919
bigstock_image_447783883,9:16,70,6,6,6,6,5,minimal_crop,0.0
bigstock_image_447783883,16:9,149,1,1,1,1,1,minimal_crop,0.0
bigstock_image_447783883,3:4,74,33,33,30,30,5,minimal_crop,0.0
bigstock_image_447783883,4:3,179,39,39,30,30,5,minimal_crop,0.0
sstk_image_560315650,1:1,106,37,37,30,30,5,minimal_crop,0.00835039913654323
sstk_image_560315650,9:16,54,14,14,14,14,5,crop,5.7690429959769745
sstk_image_560315650,16:9,138,32,32,30,30,5,minimal_crop,0.0
sstk_image_560315650,3:4,56,25,25,25,25,5,crop,2.1167761852983564
sstk_image_560315650,4:3,124,32,32,30,30,5,minimal_crop,0.004911451685088775
pond5_image_147848716,1:1,107,107,107,31,31,5,crop,4.177223952268642
pond5_image_147848716,9:16,96,96,96,30,30,5,crop,0.6658830435917051
pond5_image_147848716,16:9,73,73,73,31,31,5,crop,10.984632017190116
pond5_image_147848716,3:4,136,136,136,30,30,5,minimal_crop,0.005480476499785447
pond5_image_147848716,4:3,96,96,96,31,31,5,crop,7.878895627658296
pond5_image_244115662,1:1,140,0,140,30,30,5,minimal_crop,0.0
pond5_image_244115662,9:16,72,0,72,30,30,5,minimal_crop,0.0
pond5_image_244115662,16:9,145,0,145,30,30,5,minimal_crop,0.0
pond5_image_244115662,3:4,76,0,76,30,30,5,minimal_crop,0.0
pond5_image_244115662,4:3,170,1,1,1,1,1,minimal_crop,0.0
pond5_image_243346843,1:1,116,10,10,10,10,5,crop,1.7561107414605046
pond5_image_243346843,9:16,53,0,53,30,30,5,minimal_crop,0.0
pond5_image_243346843,16:9,146,0,40,30,30,5,minimal_crop,0.0
pond5_image_243346843,3:4,58,0,58,30,30,5,minimal_crop,0.0
pond5_image_243346843,4:3,159,10,10,10,10,5,minimal_crop,0.0
sstk_image_1322539271,1:1,123,10,10,10,10,5,crop,1.3929403712024429
sstk_image_1322539271,9:16,71,0,71,30,30,5,minimal_crop,0.0
sstk_image_1322539271,16:9,169,0,7,7,7,5,minimal_crop,0.0
sstk_image_1322539271,3:4,69,4,4,4,4,4,crop,4.490670633351124
sstk_image_1322539271,4:3,170,5,5,5,5,5,minimal_crop,0.01343221382697446
bigstock_image_203571094,1:1,113,75,75,31,31,5,minimal_crop,0.0
bigstock_image_203571094,9:16,72,29,29,29,29,5,minimal_crop,0.0013444263357962338
bigstock_image_203571094,16:9,146,86,86,31,31,5,minimal_crop,0.020969271132096345
bigstock_image_203571094,3:4,69,52,52,30,30,5,minimal_crop,0.00583329701149804
bigstock_image_203571094,4:3,146,101,101,31,31,5,minimal_crop,0.0
sstk_image_1262405695,1:1,129,10,10,10,10,5,crop,0.5982639054776235
sstk_image_1262405695,9:16,72,0,72,30,30,5,minimal_crop,0.0
sstk_image_1262405695,16:9,154,4,4,4,4,4,crop,0.4911571179338523
sstk_image_1262405695,3:4,75,0,75,30,30,5,minimal_crop,0.0
sstk_image_1262405695,4:3,174,36,36,30,30,5,crop,0.13006787970712475
sstk_image_2021116622,1:1,125,2,2,2,2,2,minimal_crop,0.0
sstk_image_2021116622,9:16,165,76,76,30,30,5,minimal_crop,0.005962754136120685
sstk_image_2021116622,16:9,71,0,11,11,11,5,minimal_crop,0.0
sstk_image_2021116622,3:4,138,30,30,30,30,5,crop,2.404121127833073
sstk_image_2021116622,4:3,78,0,13,13,13,5,minimal_crop,0.0
sstk_image_1862785270,1:1,119,37,37,30,30,5,crop,2.1961119281453416
sstk_image_1862785270,9:16,71,0,71,31,31,5,minimal_crop,0.0
sstk_image_1862785270,16:9,122,40,40,30,30,5,crop,1.588884308759547
sstk_image_1862785270,3:4,72,2,2,2,2,2,minimal_crop,0.0
sstk_image_1862785270,4:3,136,58,58,30,30,5,minimal_crop,0.0005275100469590566
bigstock_image_138887732,1:1,102,44,44,30,30,5,minimal_crop,0.0
bigstock_image_138887732,9:16,65,6,6,6,6,5,minimal_crop,0.0
bigstock_image_138887732,16:9,163,88,88,31,31,5,minimal_crop,0.03794000428341926
bigstock_image_138887732,3:4,92,31,31,30,30,5,minimal_crop,0.0
bigstock_image_138887732,4:3,131,74,74,31,31,5,crop,3.9383439482354574
sstk_image_1205968423,1:1,113,0,113,30,30,5,minimal_crop,0.0
sstk_image_1205968423,9:16,47,0,47,30,30,5,minimal_crop,0.0
sstk_image_1205968423,16:9,180,0,180,30,30,5,minimal_crop,0.0
sstk_image_1205968423,3:4,68,0,68,30,30,5,minimal_crop,0.0
sstk_image_1205968423,4:3,149,0,149,30,30,5,minimal_crop,0.0
pond5_image_35120997,1:1,128,0,8,8,8,5,minimal_crop,0.0
pond5_image_35120997,9:16,144,22,22,22,22,5,minimal_crop,0.0
pond5_image_35120997,16:9,72,0,72,30,30,5,minimal_crop,0.0
pond5_image_35120997,3:4,167,25,25,25,25,5,crop,0.3986558866271013
pond5_image_35120997,4:3,74,0,3,3,3,3,minimal_crop,0.0
pond5_image_159666815,1:1,153,36,36,30,30,5,crop,1.49653867728272
pond5_image_159666815,9:16,112,40,40,30,30,5,minimal_crop,0.010168715482630653
pond5_image_159666815,16:9,65,0,11,11,11,5,minimal_crop,0.0
pond5_image_159666815,3:4,161,65,65,30,30,5,minimal_crop,0.0
pond5_image_159666815,4:3,111,0,32,30,30,5,minimal_crop,0.0
pond5_image_91689768,1:1,121,12,12,12,12,5,crop,0.046573799564255225
pond5_image_91689768,9:16,58,0,58,30,30,5,minimal_crop,0.0
pond5_image_91689768,16:9,161,9,9,9,9,5,minimal_crop,0.0
pond5_image_91689768,3:4,65,0,65,30,30,5,minimal_crop,0.0
pond5_image_91689768,4:3,164,36,36,30,30,5,minimal_crop,0.023794441568511626
bigstock_image_386361850,1:1,121,0,3,3,3,3,minimal_crop,0.0
bigstock_image_386361850,9:16,51,0,51,30,30,5,minimal_crop,0.0
bigstock_image_386361850,16:9,151,0,10,10,10,5,minimal_crop,0.0
bigstock_image_386361850,3:4,59,0,59,30,30,5,minimal_crop,0.0
bigstock_image_386361850,4:3,146,15,15,15,15,5,minimal_crop,0.0
pond5_image_90823064,1:1,148,48,48,30,30,5,crop,0.2493308822028053
pond5_image_90823064,9:16,114,3,3,3,3,3,minimal_crop,0.0
pond5_image_90823064,16:9,64,2,2,2,2,2,minimal_crop,0.0
pond5_image_90823064,3:4,147,38,38,30,30,5,crop,0.5301437484012472
pond5_image_90823064,4:3,109,21,21,21,21,5,crop,0.9204571188234141
sstk_image_1826149829,1:1,104,12,12,12,12,5,crop,3.2000745157785726
sstk_image_1826149829,9:16,132,50,50,31,31,5,minimal_crop,0.008493511601680659
sstk_image_1826149829,16:9,52,0,9,9,9,5,minimal_crop,0.0
sstk_image_1826149829,3:4,128,38,38,30,30,5,minimal_crop,0.030679211020469666
sstk_image_1826149829,4:3,57,0,33,30,30,5,minimal_crop,0.0
sstk_image_637821358,1:1,113,0,22,22,22,5,minimal_crop,0.0
sstk_image_637821358,9:16,155,36,36,30,30,5,crop,1.254403728179868
sstk_image_637821358,16:9,53,0,4,4,4,4,minimal_crop,0.0
sstk_image_637821358,3:4,162,33,33,30,30,5,crop,0.6085438899676674
sstk_image_637821358,4:3,57,0,8,8,8,5,minimal_crop,0.0
sstk_image_2055386915,1:1,118,0,118,30,30,5,minimal_crop,0.0
sstk_image_2055386915,9:16,54,0,54,30,30,5,minimal_crop,0.0
sstk_image_2055386915,16:9,144,0,144,30,30,5,minimal_crop,0.0
sstk_image_2055386915,3:4,57,0,57,30,30,5,minimal_crop,0.0
sstk_image_2055386915,4:3,147,1,1,1,1,1,minimal_crop,0.0
sstk_image_1214465887,1:1,132,0,8,8,8,5,minimal_crop,0.0
sstk_image_1214465887,9:16,70,0,70,30,30,5,minimal_crop,0.0
sstk_image_1214465887,16:9,143,0,143,30,30,5,minimal_crop,0.0
sstk_image_1214465887,3:4,75,0,1,1,1,1,minimal_crop,0.0
sstk_image_1214465887,4:3,176,3,3,3,3,3,minimal_crop,0.014277485013008073
pond5_image_165827049,1:1,115,0,25,25,25,5,minimal_crop,0.0
pond5_image_165827049,9:16,142,17,17,17,17,5,crop,0.8297392091512683
pond5_image_165827049,16:9,54,0,1,1,1,1,minimal_crop,0.0
pond5_image_165827049,3:4,147,3,3,3,3,3,minimal_crop,0.0
pond5_image_165827049,4:3,57,0,4,4,4,4,minimal_crop,0.0
sstk_image_1595235523,1:1,125,26,26,26,26,5,crop,1.7167847784261216
sstk_image_1595235523,9:16,65,0,65,30,30,5,minimal_crop,0.0
sstk_image_1595235523,16:9,140,9,9,9,9,5,minimal_crop,0.0
sstk_image_1595235523,3:4,68,0,68,30,30,5,minimal_crop,0.0
sstk_image_1595235523,4:3,164,31,31,30,30,5,minimal_crop,0.00942386388778682
bigstock_image_71728444,1:1,104,24,24,24,24,5,minimal_crop,0.010819280147552623
bigstock_image_71728444,9:16,132,53,53,31,31,5,crop,1.4228383246470067
bigstock_image_71728444,16:9,60,0,10,10,10,5,minimal_crop,0.0
bigstock_image_71728444,3:4,143,61,61,30,30,5,minimal_crop,0.01079533001513533
bigstock_image_71728444,4:3,62,1,1,1,1,1,minimal_crop,0.0
pond5_image_127368294,1:1,118,3,3,3,3,3,minimal_crop,0.0
pond5_image_127368294,9:16,54,1,1,1,1,1,minimal_crop,0.0
pond5_image_127368294,16:9,125,0,125,30,30,5,minimal_crop,0.0
pond5_image_127368294,3:4,58,2,2,2,2,2,minimal_crop,0.0
pond5_image_127368294,4:3,131,4,4,4,4,4,crop,1.0639899868932676
sstk_image_1079176349,1:1,153,1,1,1,1,1,minimal_crop,0.0
sstk_image_1079176349,9:16,91,8,8,8,8,5,crop,4.92661823101183
sstk_image_1079176349,16:9,84,0,28,28,28,5,minimal_crop,0.0
sstk_image_1079176349,3:4,114,9,9,9,9,5,crop,2.0926735386015585
sstk_image_1079176349,4:3,100,0,51,30,30,5,minimal_crop,0.0
sstk_image_1998310952,1:1,129,52,52,30,30,5,minimal_crop,0.0
sstk_image_1998310952,9:16,72,2,2,2,2,2,minimal_crop,0.0
sstk_image_1998310952,16:9,146,25,25,25,25,5,crop,1.2625064198840166
sstk_image_1998310952,3:4,73,23,23,23,23,5,crop,1.085195844783137
sstk_image_1998310952,4:3,174,77,77,30,30,5,minimal_crop,0.0
sstk_image_1178553640,1:1,99,10,10,10,10,5,minimal_crop,0.0
sstk_image_1178553640,9:16,53,4,4,4,4,4,minimal_crop,0.0
sstk_image_1178553640,16:9,154,52,52,30,30,5,crop,1.5844256596813104
sstk_image_1178553640,3:4,53,3,3,3,3,3,minimal_crop,0.0
sstk_image_1178553640,4:3,130,15,15,15,15,5,minimal_crop,0.0
sstk_image_2144626717,1:1,111,0,20,20,20,5,minimal_crop,0.0
sstk_image_2144626717,9:16,53,0,53,30,30,5,minimal_crop,0.0
sstk_image_2144626717,16:9,151,1,1,1,1,1,minimal_crop,0.0
sstk_image_2144626717,3:4,55,0,55,30,30,5,minimal_crop,0.0
sstk_image_2144626717,4:3,143,7,7,7,7,5,minimal_crop,0.007845309376716791
pond5_image_154963017,1:1,131,1,1,1,1,1,minimal_crop,0.0
pond5_image_154963017,9:16,146,0,146,30,30,5,minimal_crop,0.0
pond5_image_154963017,16:9,70,0,70,31,31,5,minimal_crop,0.0
pond5_image_154963017,3:4,163,3,3,3,3,3,minimal_crop,0.0
pond5_image_154963017,4:3,69,0,69,30,30,5,minimal_crop,0.0
sstk_image_2152416591,1:1,116,44,44,30,30,5,minimal_crop,0.011169087886810258
sstk_image_2152416591,9:16,67,22,22,22,22,5,crop,3.4441778652775477
sstk_image_2152416591,16:9,144,28,28,28,28,5,minimal_crop,0.005515248119656979
sstk_image_2152416591,3:4,70,41,41,30,30,5,minimal_crop,0.0
sstk_image_2152416591,4:3,157,60,60,31,31,5,minimal_crop,0.0014564198501683112
sstk_image_1978673120,1:1,117,0,117,30,30,5,minimal_crop,0.0
sstk_image_1978673120,9:16,52,0,52,30,30,5,minimal_crop,0.0
sstk_image_1978673120,16:9,147,0,147,30,30,5,minimal_crop,0.0
sstk_image_1978673120,3:4,58,0,58,30,30,5,minimal_crop,0.0
sstk_image_1978673120,4:3,159,3,3,3,3,3,crop,0.34575283505303
sstk_image_1433784734,1:1,82,0,82,30,30,5,minimal_crop,0.0
sstk_image_1433784734,9:16,29,0,29,29,29,5,minimal_crop,0.0
sstk_image_1433784734,16:9,163,0,163,30,30,5,minimal_crop,0.0
sstk_image_1433784734,3:4,54,0,54,30,30,5,minimal_crop,0.0
sstk_image_1433784734,4:3,122,0,122,30,30,5,minimal_crop,0.0
sstk_image_2145919395,1:1,110,0,110,30,30,5,minimal_crop,0.0
sstk_image_2145919395,9:16,65,0,65,30,30,5,minimal_crop,0.0
sstk_image_2145919395,16:9,167,0,167,30,30,5,minimal_crop,0.0
sstk_image_2145919395,3:4,90,0,90,31,31,5,minimal_crop,0.0
sstk_image_2145919395,4:3,137,0,137,30,30,5,minimal_crop,0.0
sstk_image_1161349714,1:1,114,2,2,2,2,2,minimal_crop,0.0
sstk_image_1161349714,9:16,138,48,48,30,30,5,minimal_crop,0.0
sstk_image_1161349714,16:9,70,0,7,7,7,5,minimal_crop,0.0
sstk_image_1161349714,3:4,147,43,43,30,30,5,minimal_crop,0.0
sstk_image_1161349714,4:3,67,0,8,8,8,5,minimal_crop,0.0
pond5_image_82511086,1:1,117,32,32,30,30,5,minimal_crop,0.010985654091979047
pond5_image_82511086,9:16,73,23,23,23,23,5,crop,1.6517911169523802
pond5_image_82511086,16:9,139,0,12,12,12,5,minimal_crop,0.0
pond5_image_82511086,3:4,72,29,29,29,29,5,minimal_crop,0.005430701375007674
pond5_image_82511086,4:3,157,34,34,30,30,5,minimal_crop,0.011600681477783925
bigstock_image_146901983,1:1,172,17,17,17,17,5,crop,0.7706003308308282
bigstock_image_146901983,9:16,93,0,93,30,30,5,minimal_crop,0.0
bigstock_image_146901983,16:9,106,0,3,3,3,3,minimal_crop,0.0
bigstock_image_146901983,3:4,123,0,123,30,30,5,minimal_crop,0.0
bigstock_image_146901983,4:3,134,0,28,28,28,5,minimal_crop,0.0
bigstock_image_54670622,1:1,128,30,30,30,30,5,minimal_crop,0.0004803121089935747
bigstock_image_54670622,9:16,73,2,2,2,2,2,minimal_crop,0.0
bigstock_image_54670622,16:9,130,0,35,30,30,5,minimal_crop,0.0
bigstock_image_54670622,3:4,90,16,16,16,16,5,crop,1.7151402760466559
bigstock_image_54670622,4:3,165,22,22,22,22,5,minimal_crop,0.0
pond5_image_138443806,1:1,129,1,1,1,1,1,minimal_crop,0.0
pond5_image_138443806,9:16,70,0,70,30,30,5,minimal_crop,0.0
pond5_image_138443806,16:9,139,0,139,30,30,5,minimal_crop,0.0
pond5_image_138443806,3:4,70,0,70,30,30,5,minimal_crop,0.0
pond5_image_138443806,4:3,182,6,6,6,6,5,minimal_crop,0.027404821185989525
bigstock_image_283976389,1:1,137,24,24,24,24,5,minimal_crop,0.02301204204559326
bigstock_image_283976389,9:16,88,8,8,8,8,5,minimal_crop,0.019668362738560208
bigstock_image_283976389,16:9,152,0,34,30,30,5,minimal_crop,0.0
bigstock_image_283976389,3:4,82,19,19,19,19,5,minimal_crop,0.008479621817482852
bigstock_image_283976389,4:3,192,13,13,13,13,5,crop,0.3885958620971244
sstk_image_1301307145,1:1,143,1,1,1,1,1,minimal_crop,0.0
sstk_image_1301307145,9:16,86,0,86,30,30,5,minimal_crop,0.0
sstk_image_1301307145,16:9,143,0,143,30,30,5,minimal_crop,0.0
sstk_image_1301307145,3:4,87,0,87,30,30,5,minimal_crop,0.0
sstk_image_1301307145,4:3,177,3,3,3,3,3,minimal_crop,0.0
sstk_image_1432730549,1:1,114,10,10,10,10,5,crop,2.6073033657491917
sstk_image_1432730549,9:16,70,1,1,1,1,1,minimal_crop,0.0
sstk_image_1432730549,16:9,124,1,1,1,1,1,minimal_crop,0.0
sstk_image_1432730549,3:4,68,3,3,3,3,3,minimal_crop,0.0
sstk_image_1432730549,4:3,140,13,13,13,13,5,minimal_crop,0.009830662608146579
pond5_image_123829606,1:1,126,49,49,30,30,5,minimal_crop,0.0
pond5_image_123829606,9:16,121,39,39,30,30,5,crop,1.2912377705956628
pond5_image_123829606,16:9,72,0,38,30,30,5,minimal_crop,0.0
pond5_image_123829606,3:4,143,62,62,31,31,5,crop,1.0821677317002147
pond5_image_123829606,4:3,68,1,1,1,1,1,minimal_crop,0.0
sstk_image_2130084542,1:1,151,1,1,1,1,1,minimal_crop,0.0
sstk_image_2130084542,9:16,98,0,43,30,30,5,minimal_crop,0.0
sstk_image_2130084542,16:9,77,0,77,30,30,5,minimal_crop,0.0
sstk_image_2130084542,3:4,166,6,6,6,6,5,minimal_crop,0.0
sstk_image_2130084542,4:3,117,0,16,16,16,5,minimal_crop,0.0
sstk_image_1342172864,1:1,136,0,136,30,30,5,minimal_crop,0.0
sstk_image_1342172864,9:16,142,0,142,30,30,5,minimal_crop,0.0
sstk_image_1342172864,16:9,81,0,81,30,30,5,minimal_crop,0.0
sstk_image_1342172864,3:4,167,1,1,1,1,1,minimal_crop,0.0
sstk_image_1342172864,4:3,76,0,76,30,30,5,minimal_crop,0.0
sstk_image_1584581617,1:1,125,0,12,12,12,5,minimal_crop,0.0
sstk_image_1584581617,9:16,142,19,19,19,19,5,crop,0.410725895023071
sstk_image_1584581617,16:9,72,0,4,4,4,4,minimal_crop,0.0
sstk_image_1584581617,3:4,168,1,1,1,1,1,minimal_crop,0.0
sstk_image_1584581617,4:3,74,0,6,6,6,5,minimal_crop,0.0
sstk_image_1958071741,1:1,119,21,21,21,21,5,minimal_crop,0.006549342966223781
sstk_image_1958071741,9:16,78,10,10,10,10,5,crop,2.6985651840837073
sstk_image_1958071741,16:9,141,2,2,2,2,2,minimal_crop,0.0
sstk_image_1958071741,3:4,73,19,19,19,19,5,minimal_crop,0.0062984502357243954
sstk_image_1958071741,4:3,173,21,21,21,21,5,minimal_crop,0.0027489210935329744
sstk_image_670200757,1:1,114,22,22,22,22,5,minimal_crop,0.0
sstk_image_670200757,9:16,60,4,4,4,4,4,minimal_crop,0.0
sstk_image_670200757,16:9,128,0,7,7,7,5,minimal_crop,0.0
sstk_image_670200757,3:4,66,27,27,27,27,5,crop,0.08968095262264542
sstk_image_670200757,4:3,135,19,19,19,19,5,minimal_crop,0.0025828003883361372
bigstock_image_352159829,1:1,118,14,14,14,14,5,crop,0.10169702930700208
bigstock_image_352159829,9:16,71,1,1,1,1,1,minimal_crop,0.0
bigstock_image_352159829,16:9,149,1,1,1,1,1,minimal_crop,0.0
bigstock_image_352159829,3:4,69,7,7,7,7,5,minimal_crop,0.0
bigstock_image_352159829,4:3,145,10,10,10,10,5,minimal_crop,0.025420761108398304
sstk_image_1514858999,1:1,110,0,25,25,25,5,minimal_crop,0.0
sstk_image_1514858999,9:16,139,14,14,14,14,5,crop,2.325084331135109
sstk_image_1514858999,16:9,58,0,3,3,3,3,minimal_crop,0.0
sstk_image_1514858999,3:4,145,12,12,12,12,5,crop,2.0875877670932366
sstk_image_1514858999,4:3,60,0,5,5,5,5,minimal_crop,0.0
sstk_image_1266561226,1:1,120,120,120,30,30,5,crop,0.6802283054844867
sstk_image_1266561226,9:16,71,71,71,30,30,5,crop,1.2624763962079744
sstk_image_1266561226,16:9,162,162,162,30,30,5,crop,1.6005995522651701
sstk_image_1266561226,3:4,73,73,73,30,30,5,crop,0.9586119451464947
sstk_image_1266561226,4:3,160,160,160,30,30,5,crop,0.4767323894993201
sstk_image_1709384026,1:1,123,26,26,26,26,5,minimal_crop,0.006164926290512129
sstk_image_1709384026,9:16,71,1,1,1,1,1,minimal_crop,0.0
sstk_image_1709384026,16:9,135,1,1,1,1,1,minimal_crop,0.0
sstk_image_1709384026,3:4,71,13,13,13,13,5,crop,0.6483048375032572
sstk_image_1709384026,4:3,165,25,25,25,25,5,minimal_crop,0.0018810668599699154
pond5_image_46737589,1:1,120,0,120,30,30,5,minimal_crop,0.0
pond5_image_46737589,9:16,55,0,55,30,30,5,minimal_crop,0.0
pond5_image_46737589,16:9,120,0,120,30,30,5,minimal_crop,0.0
pond5_image_46737589,3:4,78,0,78,30,30,5,minimal_crop,0.0
pond5_image_46737589,4:3,172,0,171,30,30,5,minimal_crop,0.0
sstk_image_95521333,1:1,105,30,30,30,30,5,crop,4.089807622923236
sstk_image_95521333,9:16,52,1,1,1,1,1,minimal_crop,0.0
sstk_image_95521333,16:9,132,28,28,28,28,5,crop,1.4700369078158815
sstk_image_95521333,3:4,53,20,20,20,20,5,crop,1.029128752436014
sstk_image_95521333,4:3,139,49,49,30,30,5,crop,1.226215636562042
sstk_image_1854394450,1:1,110,7,7,7,7,5,minimal_crop,0.0
sstk_image_1854394450,9:16,56,0,56,30,30,5,minimal_crop,0.0
sstk_image_1854394450,16:9,159,36,36,30,30,5,crop,0.667669458003767
sstk_image_1854394450,3:4,81,0,81,30,30,5,minimal_crop,0.0
sstk_image_1854394450,4:3,132,44,44,30,30,5,minimal_crop,1.837611198429734e-05
sstk_image_529186657,1:1,118,32,32,30,30,5,crop,0.7910362031386846
sstk_image_529186657,9:16,72,0,1,1,1,1,minimal_crop,0.0
sstk_image_529186657,16:9,166,27,27,27,27,5,crop,1.0378550798360993
sstk_image_529186657,3:4,71,5,5,5,5,5,minimal_crop,0.0
sstk_image_529186657,4:3,161,51,51,30,30,5,crop,0.6863628279733516
bigstock_image_41994145,1:1,103,26,26,26,26,5,crop,4.888488120967034
bigstock_image_41994145,9:16,54,9,9,9,9,5,minimal_crop,0.0
bigstock_image_41994145,16:9,142,53,53,30,30,5,minimal_crop,0.006845254242245913
bigstock_image_41994145,3:4,57,12,12,12,12,5,minimal_crop,0.0
bigstock_image_41994145,4:3,121,41,41,31,31,5,crop,1.607943725861381
sstk_image_755128783,1:1,121,75,75,30,30,5,minimal_crop,0.013363769650459156
sstk_image_755128783,9:16,77,47,47,30,30,5,minimal_crop,0.0065008679661744395
sstk_image_755128783,16:9,124,50,50,30,30,5,minimal_crop,0.003630203008651689
sstk_image_755128783,3:4,108,65,65,30,30,5,minimal_crop,0.006109298727130508
sstk_image_755128783,4:3,174,100,100,30,30,5,minimal_crop,0.010306848857447148
sstk_image_1555698566,1:1,103,22,22,22,22,5,crop,0.3579497297700672
sstk_image_1555698566,9:16,52,0,52,30,30,5,minimal_crop,0.0
sstk_image_1555698566,16:9,146,55,55,31,31,5,crop,0.11587625875133623
sstk_image_1555698566,3:4,55,0,55,30,30,5,minimal_crop,0.0
sstk_image_1555698566,4:3,125,33,33,30,30,5,minimal_crop,0.0
sstk_image_735633340,1:1,118,0,43,30,30,5,minimal_crop,0.0
sstk_image_735633340,9:16,52,0,8,8,8,5,minimal_crop,0.0
sstk_image_735633340,16:9,160,47,47,30,30,5,minimal_crop,0.0
sstk_image_735633340,3:4,59,0,10,10,10,5,minimal_crop,0.0
sstk_image_735633340,4:3,146,26,26,26,26,5,minimal_crop,0.0
pond5_image_139059752,1:1,134,61,61,31,31,5,minimal_crop,0.0
pond5_image_139059752,9:16,88,0,88,31,31,5,minimal_crop,0.0
pond5_image_139059752,16:9,162,66,66,31,31,5,crop,1.5970424279118978
pond5_image_139059752,3:4,84,20,20,20,20,5,minimal_crop,0.0009524555978208671
pond5_image_139059752,4:3,173,93,93,31,31,5,minimal_crop,0.0
sstk_image_1111656437,1:1,109,0,58,30,30,5,minimal_crop,0.0
sstk_image_1111656437,9:16,130,12,12,12,12,5,crop,1.587221604567866
sstk_image_1111656437,16:9,60,0,6,6,6,5,minimal_crop,0.0
sstk_image_1111656437,3:4,147,3,3,3,3,3,minimal_crop,0.0
sstk_image_1111656437,4:3,61,0,22,22,22,5,minimal_crop,0.0
sstk_image_1278453439,1:1,127,10,10,10,10,5,crop,0.2936340038894649
sstk_image_1278453439,9:16,70,0,70,30,30,5,minimal_crop,0.0
sstk_image_1278453439,16:9,137,1,1,1,1,1,minimal_crop,0.0
sstk_image_1278453439,3:4,72,0,72,31,31,5,minimal_crop,0.0
sstk_image_1278453439,4:3,175,19,19,19,19,5,minimal_crop,0.01700098618733159
sstk_image_1039952317,1:1,121,121,121,30,30,5,minimal_crop,0.016505214571952864
sstk_image_1039952317,9:16,52,52,52,30,30,5,crop,2.3259327783785215
sstk_image_1039952317,16:9,109,109,109,31,31,5,crop,4.555277141373488
sstk_image_1039952317,3:4,91,91,91,30,30,5,minimal_crop,0.024982008337974593
sstk_image_1039952317,4:3,127,127,127,30,30,5,crop,1.607813825843639
pond5_image_157345882,1:1,103,42,42,30,30,5,crop,1.421613037310763
pond5_image_157345882,9:16,52,5,5,5,5,5,minimal_crop,0.0
pond5_image_157345882,16:9,151,64,64,31,31,5,crop,2.3291328405993683
pond5_image_157345882,3:4,57,30,30,30,30,5,minimal_crop,0.013008693360785806
pond5_image_157345882,4:3,135,61,61,31,31,5,minimal_crop,0.0
sstk_image_469523684,1:1,118,0,53,30,30,5,minimal_crop,0.0
sstk_image_469523684,9:16,54,0,54,30,30,5,minimal_crop,0.0
sstk_image_469523684,16:9,131,11,11,11,11,5,minimal_crop,0.0
sstk_image_469523684,3:4,92,0,27,27,27,5,minimal_crop,0.0
sstk_image_469523684,4:3,167,37,37,30,30,5,crop,0.36320539871001883
pond5_image_89811630,1:1,119,0,13,13,13,5,minimal_crop,0.0
pond5_image_89811630,9:16,158,55,55,30,30,5,minimal_crop,0.010289409756660595
pond5_image_89811630,16:9,67,0,5,5,5,5,minimal_crop,0.0
pond5_image_89811630,3:4,144,19,19,19,19,5,minimal_crop,0.0
pond5_image_89811630,4:3,66,0,6,6,6,5,minimal_crop,0.0
