image_id,target_ar,selected_k,top1_final,mean_final
bigstock_image_76134065,3:4,5,-11.72817,-15.529171200000002
bigstock_image_76134065,4:3,3,-1.24174,-1.7677403333333332
bigstock_image_76134065,9:16,5,-16.924408,-21.3015274
bigstock_image_91687388,16:9,5,-4.177958,-7.428127599999999
bigstock_image_91687388,1:1,5,-0.406083,-10.5333192
bigstock_image_91687388,3:4,5,-0.377588,-5.6799968
bigstock_image_91687388,4:3,5,-0.340901,-6.083035
bigstock_image_91687388,9:16,5,-3.17132,-7.2587608
bigstock_image_95210855,16:9,5,1.049038,-0.5748956
bigstock_image_95210855,1:1,5,1.069187,-1.9198301999999998
bigstock_image_95210855,3:4,5,-2.684244,-4.8627848
bigstock_image_95210855,4:3,5,1.070776,-1.0004638
bigstock_image_95210855,9:16,5,-6.191413,-9.3618828
pond5_image_101541673,16:9,4,-2.956874,-3.49369675
pond5_image_101541673,1:1,4,-1.850765,-2.87137375
pond5_image_101541673,3:4,1,-3.615479,-3.615479
pond5_image_101541673,4:3,2,-1.819509,-2.2882675
pond5_image_101541673,9:16,1,-10.685893,-10.685893
pond5_image_102317479,16:9,5,1.019365,1.0139404
pond5_image_102317479,1:1,5,0.982782,-1.9888962
pond5_image_102317479,3:4,5,-2.641515,-4.8492326
pond5_image_102317479,4:3,5,1.024603,0.3273002
pond5_image_102317479,9:16,5,-6.105185,-8.7639018
pond5_image_102938669,16:9,5,-2.481197,-2.9069256
pond5_image_102938669,1:1,5,-5.170698,-7.1099993999999995
pond5_image_102938669,3:4,5,-9.4681,-12.1945258
pond5_image_102938669,4:3,5,-1.918471,-2.53775
pond5_image_102938669,9:16,5,-15.141551,-19.0272444
pond5_image_106954165,16:9,5,-5.367853,-11.7175814
pond5_image_106954165,1:1,5,-1.456725,-3.9645836
pond5_image_106954165,3:4,3,-3.146638,-5.741691333333333
pond5_image_106954165,4:3,5,-1.426861,-1.6297248
pond5_image_106954165,9:16,1,-7.304834,-7.304834
pond5_image_108212571,16:9,5,-1.28349,-5.7237146
pond5_image_108212571,1:1,5,-0.861751,-1.9920656
pond5_image_108212571,3:4,5,-0.816989,-1.4025424
pond5_image_108212571,4:3,5,-0.899946,-3.8065936000000002
pond5_image_108212571,9:16,5,-0.852725,-1.4041156
pond5_image_111876739,16:9,5,-2.497175,-2.9199688
pond5_image_111876739,1:1,5,-5.197151,-5.5781294
pond5_image_111876739,3:4,5,-9.475866,-10.4979882
pond5_image_111876739,4:3,5,-1.934131,-2.5157415999999997
pond5_image_111876739,9:16,5,-15.12033,-17.1692514
pond5_image_114608200,16:9,5,-0.863295,-1.2108116
pond5_image_114608200,1:1,5,-0.869738,-2.3426122
pond5_image_114608200,3:4,5,-0.913937,-1.5931608000000002
pond5_image_114608200,4:3,5,-0.857549,-1.4418476
pond5_image_114608200,9:16,5,-0.986548,-1.4387366
pond5_image_115395438,16:9,5,-0.969828,-1.9148627999999999
pond5_image_115395438,1:1,5,-3.23337,-6.5866782
pond5_image_115395438,3:4,5,-6.901567,-11.0418962
pond5_image_115395438,4:3,5,-0.87651,-2.7253751999999998
pond5_image_115395438,9:16,5,-11.702722,-15.940383000000002
pond5_image_117339417,16:9,3,-44.255551,-44.26760066666666
pond5_image_117339417,1:1,2,-23.500274,-23.503065499999998
pond5_image_117339417,3:4,5,-8.85372,-10.251659
pond5_image_117339417,4:3,1,-23.97214,-23.97214
pond5_image_117339417,9:16,4,-1.392396,-1.39974825
pond5_image_119532776,16:9,5,-0.844101,-4.2168438
pond5_image_119532776,1:1,5,-5.170076,-8.411516
pond5_image_119532776,3:4,5,-9.442029,-13.0730142
pond5_image_119532776,4:3,5,-1.91651,-6.442797199999999
pond5_image_119532776,9:16,5,-15.109391,-19.4165294
pond5_image_119598077,16:9,5,1.060469,0.9575828000000002
pond5_image_119598077,1:1,5,1.06347,0.9860008
pond5_image_119598077,3:4,5,0.97546,0.24005900000000002
pond5_image_119598077,4:3,5,1.081377,0.9711190000000001
pond5_image_119598077,9:16,5,0.928495,-0.5048948
pond5_image_120248059,16:9,5,1.031675,0.9778471999999999
pond5_image_120248059,1:1,5,1.024532,0.9845691999999999
pond5_image_120248059,3:4,5,0.970345,0.9366897999999999
pond5_image_120248059,4:3,5,1.050431,0.9886146
pond5_image_120248059,9:16,5,0.956556,0.9292724
pond5_image_120626498,16:9,5,-0.877104,-1.558184
pond5_image_120626498,1:1,5,-0.780195,-3.177995
pond5_image_120626498,3:4,5,-2.385854,-5.9028066
pond5_image_120626498,4:3,5,-0.760109,-1.1349672
pond5_image_120626498,9:16,5,-5.833411,-9.7872372
pond5_image_133794802,16:9,5,-0.849037,-2.301854
pond5_image_133794802,1:1,5,-1.131826,-3.8453554
pond5_image_133794802,3:4,5,-4.158182,-7.043306200000001
pond5_image_133794802,4:3,5,-0.834036,-2.244271
pond5_image_133794802,9:16,5,-8.10834,-12.0840818
pond5_image_139565425,16:9,5,-7.04138,-7.4947538
pond5_image_139565425,1:1,5,-5.620323,-9.8789614
pond5_image_139565425,3:4,5,-9.840037,-14.484300200000002
pond5_image_139565425,4:3,4,-0.828595,-0.832396
pond5_image_139565425,9:16,5,-15.530481,-19.5526082
pond5_image_142860477,16:9,5,-6.948088,-7.7623864
pond5_image_142860477,1:1,5,-8.615724,-11.1039164
pond5_image_142860477,3:4,5,-12.770854,-15.853523599999999
pond5_image_142860477,4:3,1,-1.0462,-1.0462
pond5_image_142860477,9:16,5,-18.34198,-22.7669362
pond5_image_143575051,16:9,5,-23.004547,-27.9893352
pond5_image_143575051,1:1,5,-5.695184,-10.5801744
pond5_image_143575051,3:4,4,-1.817846,-2.37904575
pond5_image_143575051,4:3,5,-11.593241,-19.0424722
pond5_image_143575051,9:16,5,-1.80915,-1.9956595999999998
pond5_image_147131777,16:9,5,1.091461,-2.5298863999999996
pond5_image_147131777,1:1,5,-1.211806,-4.2148302
pond5_image_147131777,3:4,5,-4.264821,-7.828599800000001
pond5_image_147131777,4:3,5,1.087306,-6.023951200000001
pond5_image_147131777,9:16,5,-8.265933,-14.943831399999999
pond5_image_147674053,16:9,5,1.127754,1.0849107999999998
pond5_image_147674053,1:1,5,1.114355,1.1022172000000001
pond5_image_147674053,3:4,4,1.052442,1.0391605
pond5_image_147674053,4:3,5,1.140061,1.0972136000000001
pond5_image_147674053,9:16,5,-5.563523,-8.731186
pond5_image_154750946,16:9,5,-6.427333,-7.742699400000001
pond5_image_154750946,1:1,5,-0.810116,-1.2884036
pond5_image_154750946,3:4,5,-2.672385,-4.0415728
pond5_image_154750946,4:3,5,-0.767956,-0.7715772000000001
pond5_image_154750946,9:16,5,-11.840279,-14.5320572
pond5_image_157230647,16:9,5,-3.583615,-11.973097
pond5_image_157230647,1:1,4,-1.04163,-1.775997
pond5_image_157230647,3:4,1,-7.325516,-7.325516
pond5_image_157230647,4:3,5,-1.039461,-1.0466334
pond5_image_157230647,9:16,5,-13.282988,-16.8977292
pond5_image_157535868,16:9,5,1.01447,0.9599816000000001
pond5_image_157535868,1:1,5,1.077543,1.0448162
pond5_image_157535868,3:4,5,1.106586,1.0759854
pond5_image_157535868,4:3,5,1.063539,1.0289696
pond5_image_157535868,9:16,5,1.108831,1.0640889999999998
pond5_image_157591286,16:9,5,-3.971806,-7.016166200000001
pond5_image_157591286,1:1,5,-0.781077,-0.7877166
pond5_image_157591286,3:4,5,-0.819753,-1.7670722
pond5_image_157591286,4:3,5,-1.562368,-1.5643395999999998
pond5_image_157591286,9:16,3,-0.899614,-2.555900333333333
pond5_image_158641577,16:9,5,1.064087,0.2358568
pond5_image_158641577,1:1,5,1.056229,0.6248108
pond5_image_158641577,3:4,5,0.974718,0.9460520000000001
pond5_image_158641577,4:3,5,1.090682,-0.025144199999999905
pond5_image_158641577,9:16,5,0.92857,-1.1879282
pond5_image_159793518,16:9,5,1.027069,-0.8223161999999998
pond5_image_159793518,1:1,5,-6.125912,-9.402331
pond5_image_159793518,3:4,5,-10.68339,-13.7188764
pond5_image_159793518,4:3,5,-2.662679,-4.604229800000001
pond5_image_159793518,9:16,5,-16.711415,-21.798133200000002
pond5_image_162814744,16:9,5,-8.011646,-15.3651114
pond5_image_162814744,1:1,1,-2.075682,-2.075682
pond5_image_162814744,3:4,5,-8.071237,-13.798517800000003
pond5_image_162814744,4:3,1,-2.138482,-2.138482
pond5_image_162814744,9:16,5,-13.295578,-16.6999602
pond5_image_163121991,16:9,5,-0.751594,-3.4041532000000005
pond5_image_163121991,1:1,5,-5.117858,-9.2699602
pond5_image_163121991,3:4,5,-1.432976,-3.6823583999999996
pond5_image_163121991,4:3,5,-3.221635,-5.299245
pond5_image_163121991,9:16,5,-1.42616,-5.010288399999999
pond5_image_166525179,16:9,5,-2.686131,-6.7455642
pond5_image_166525179,1:1,5,-0.495668,-2.6758417999999997
pond5_image_166525179,3:4,5,-0.444145,-0.6364446
pond5_image_166525179,4:3,5,-0.544894,-2.0398690000000004
pond5_image_166525179,9:16,5,0.998753,-2.3093120000000003
pond5_image_166699751,16:9,5,-0.827798,-1.7621136
pond5_image_166699751,1:1,5,-0.845054,-1.5346522
pond5_image_166699751,3:4,5,-0.880023,-3.6217184
pond5_image_166699751,4:3,5,-0.810337,-1.8928976
pond5_image_166699751,9:16,5,-2.583761,-6.222938399999999
pond5_image_169465370,16:9,5,1.077852,1.0100386000000001
pond5_image_169465370,1:1,5,1.045659,1.011699
pond5_image_169465370,3:4,5,1.003036,0.9667574
pond5_image_169465370,4:3,5,1.079375,1.0222114
pond5_image_169465370,9:16,5,0.965794,0.9432662
pond5_image_169823295,16:9,5,-3.75534,-8.9707122
pond5_image_169823295,1:1,5,-3.711274,-6.740547000000001
pond5_image_169823295,3:4,5,-7.551739,-11.136065400000001
pond5_image_169823295,4:3,5,-1.109471,-5.5654726
pond5_image_169823295,9:16,5,-12.569982,-17.1066572
pond5_image_188261330,16:9,5,-7.612158,-10.8948598
pond5_image_188261330,1:1,5,-10.111918,-12.3586064
pond5_image_188261330,3:4,5,-14.06397,-17.8403522
pond5_image_188261330,4:3,1,-1.494488,-1.494488
pond5_image_188261330,9:16,5,-19.904995,-24.8400242
pond5_image_196804442,16:9,5,-10.032927,-12.6235862
pond5_image_196804442,1:1,5,-1.152386,-1.1566298
pond5_image_196804442,3:4,5,-1.215865,-1.3942676
pond5_image_196804442,4:3,1,-1.987396,-1.987396
pond5_image_196804442,9:16,5,-0.963249,-3.8496484000000004
pond5_image_21322898,16:9,5,-21.248263,-28.562385800000005
pond5_image_21322898,1:1,5,-8.377671,-17.1974284
pond5_image_21322898,3:4,3,-2.670492,-3.206739333333333
pond5_image_21322898,4:3,5,-12.969995,-23.804804400000002
pond5_image_21322898,9:16,5,-5.312688,-7.4899372
pond5_image_214773394,16:9,5,-0.934188,-3.9585948
pond5_image_214773394,1:1,5,-2.182218,-5.1344098
pond5_image_214773394,3:4,5,-8.700216,-12.1895076
pond5_image_214773394,4:3,5,-0.882869,-1.9560468
pond5_image_214773394,9:16,5,-6.157004,-17.8484908
pond5_image_220910386,16:9,5,-0.936522,-1.3882388
pond5_image_220910386,1:1,5,-0.867377,-2.2319106
pond5_image_220910386,3:4,5,-0.857199,-2.6855346
pond5_image_220910386,4:3,5,-0.894325,-1.3989222
pond5_image_220910386,9:16,5,-0.90108,-3.5242578
pond5_image_221479036,16:9,5,-0.829405,-4.5086864
pond5_image_221479036,1:1,5,-3.514279,-6.2955950000000005
pond5_image_221479036,3:4,5,-6.73602,-9.5072318
pond5_image_221479036,4:3,5,-0.810072,-4.8649244
pond5_image_221479036,9:16,5,-1.537396,-8.1773556
pond5_image_223223424,16:9,5,-0.558154,-1.0289058
pond5_image_223223424,1:1,5,-0.783335,-3.4345330000000005
pond5_image_223223424,3:4,5,-3.716231,-6.5753626
pond5_image_223223424,4:3,5,-0.567536,-1.5716705999999998
pond5_image_223223424,9:16,5,-7.514307,-11.295106200000001
pond5_image_227026033,16:9,5,-8.509294,-8.9468928
pond5_image_227026033,1:1,5,-4.214672,-5.5206462
pond5_image_227026033,3:4,3,-8.937887,-9.500472
pond5_image_227026033,4:3,4,-1.653197,-1.7989537500000001
pond5_image_227026033,9:16,5,-18.822454,-23.624722600000002
pond5_image_231369019,16:9,5,-0.857933,-2.0319344
pond5_image_231369019,1:1,5,-0.893684,-2.9531368000000002
pond5_image_231369019,3:4,5,-2.754201,-5.309177
pond5_image_231369019,4:3,5,-0.870841,-2.1640056000000003
pond5_image_231369019,9:16,5,-6.245357,-9.2039922
pond5_image_235098294,16:9,5,1.101437,1.0873622
pond5_image_235098294,1:1,5,1.074037,1.0560746
pond5_image_235098294,3:4,5,1.046639,0.1367424
pond5_image_235098294,4:3,5,1.103036,1.068494
pond5_image_235098294,9:16,5,0.984618,-1.707309
pond5_image_235663250,16:9,5,1.058723,1.0414642
pond5_image_235663250,1:1,5,1.059077,1.035458
pond5_image_235663250,3:4,5,1.014257,0.9977216
pond5_image_235663250,4:3,5,1.074157,1.0454622
pond5_image_235663250,9:16,5,1.013069,0.9614644
pond5_image_237848581,16:9,5,1.073337,-0.2956392
pond5_image_237848581,1:1,5,1.063923,0.6055298
pond5_image_237848581,3:4,2,0.997778,0.12708150000000001
pond5_image_237848581,4:3,5,1.06882,0.6869168
pond5_image_237848581,9:16,1,-2.080507,-2.080507
pond5_image_238036144,16:9,5,-3.705864,-5.315705400000001
pond5_image_238036144,1:1,5,-10.882466,-14.021886
pond5_image_238036144,3:4,5,-15.862119,-21.0007432
pond5_image_238036144,4:3,5,-6.424374,-9.019560799999999
pond5_image_238036144,9:16,5,-22.358779,-28.6577722
pond5_image_245714401,16:9,5,-0.89451,-3.0810172000000002
pond5_image_245714401,1:1,5,-0.805078,-1.9704158
pond5_image_245714401,3:4,3,-0.862371,-1.4504980000000003
pond5_image_245714401,4:3,5,-0.79001,-0.9879940000000001
pond5_image_245714401,9:16,5,-6.532309,-11.841627800000001
pond5_image_245784270,16:9,5,-1.039554,-3.3168652
pond5_image_245784270,1:1,5,-2.103073,-4.5360202
pond5_image_245784270,3:4,3,-5.698567,-7.142083333333333
pond5_image_245784270,4:3,5,-0.91488,-2.8787518
pond5_image_245784270,9:16,5,-11.094512,-16.196756999999998
pond5_image_31875795,16:9,5,-19.233973,-26.9557504
pond5_image_31875795,1:1,5,-10.583142,-16.1961086
pond5_image_31875795,3:4,1,-3.950018,-3.950018
pond5_image_31875795,4:3,5,-14.331652,-22.0151056
pond5_image_31875795,9:16,5,-9.164858,-12.0768756
pond5_image_32036946,16:9,5,1.092773,1.0692059999999999
pond5_image_32036946,1:1,5,1.069952,1.0353808
pond5_image_32036946,3:4,1,1.034459,1.034459
pond5_image_32036946,4:3,5,1.09876,1.0545612
pond5_image_32036946,9:16,5,-2.986449,-4.7480351999999995
pond5_image_32270880,16:9,5,-2.468956,-9.1803372
pond5_image_32270880,1:1,5,-5.158151,-10.0096366
pond5_image_32270880,3:4,5,-9.43199,-15.2041322
pond5_image_32270880,4:3,5,-1.902027,-8.356596999999999
pond5_image_32270880,9:16,5,-15.087006,-19.6349258
pond5_image_34080614,16:9,5,-2.383499,-8.65898
pond5_image_34080614,1:1,5,-5.103373,-8.0101484
pond5_image_34080614,3:4,5,-9.375841,-13.705854800000001
pond5_image_34080614,4:3,5,-1.849004,-8.5505656
pond5_image_34080614,9:16,5,-15.093762,-19.3443916
pond5_image_43254310,16:9,5,-3.679071,-8.7150458
pond5_image_43254310,1:1,5,-2.129519,-3.5247973999999997
pond5_image_43254310,3:4,3,-6.131942,-7.886096333333332
pond5_image_43254310,4:3,5,-1.193949,-1.4377852
pond5_image_43254310,9:16,5,-14.245954,-19.2710994
pond5_image_45244237,16:9,5,-7.011126,-9.3996858
pond5_image_45244237,1:1,1,-3.611195,-3.611195
pond5_image_45244237,3:4,5,-10.574567,-14.8872306
pond5_image_45244237,4:3,5,-1.038888,-1.3589786
pond5_image_45244237,9:16,5,-17.57613,-22.2411884
pond5_image_45894941,16:9,4,-10.833735,-11.798525999999999
pond5_image_45894941,1:1,1,-3.190572,-3.190572
pond5_image_45894941,3:4,5,-10.053905,-14.176962600000001
pond5_image_45894941,4:3,1,-0.821445,-0.821445
pond5_image_45894941,9:16,5,-15.282631,-19.2929572
pond5_image_47113082,16:9,5,-0.760478,-1.0060934
pond5_image_47113082,1:1,5,-5.026216,-6.379173199999999
pond5_image_47113082,3:4,5,-9.157131,-9.8768414
pond5_image_47113082,4:3,5,-0.772657,-2.6539624
pond5_image_47113082,9:16,5,-18.890839,-21.149983600000002
pond5_image_49690848,16:9,5,1.031645,-5.884540599999999
pond5_image_49690848,1:1,5,1.115458,1.1060294
pond5_image_49690848,3:4,5,1.123465,1.0751332
pond5_image_49690848,4:3,5,1.072727,0.5204318000000001
pond5_image_49690848,9:16,5,1.077503,0.6952122000000001
pond5_image_49977455,16:9,5,0.93958,-0.3330164
pond5_image_49977455,1:1,3,-2.594484,-5.326705666666666
pond5_image_49977455,3:4,2,-8.059986,-8.8066465
pond5_image_49977455,4:3,1,-2.595246,-2.595246
pond5_image_49977455,9:16,1,-12.385965,-12.385965
pond5_image_54716864,16:9,5,-1.849273,-2.4584242
pond5_image_54716864,1:1,5,-0.510818,-1.5567613999999999
pond5_image_54716864,3:4,5,-1.026626,-1.9101706
pond5_image_54716864,4:3,5,-0.551427,-1.1034554
pond5_image_54716864,9:16,5,-4.139087,-5.0375298
pond5_image_58100333,16:9,1,-28.595304,-28.595304
pond5_image_58100333,1:1,5,-6.261858,-11.6002902
pond5_image_58100333,3:4,2,-1.641067,-1.7398995
pond5_image_58100333,4:3,5,-16.293753,-21.591349400000002
pond5_image_58100333,9:16,5,-1.658525,-1.8616892
pond5_image_63365040,16:9,5,-31.673243,-37.8510098
pond5_image_63365040,1:1,5,-9.486269,-15.7733668
pond5_image_63365040,3:4,3,-2.084406,-2.4885266666666666
pond5_image_63365040,4:3,5,-20.450085,-25.429334
pond5_image_63365040,9:16,5,-1.00819,-1.4040188
pond5_image_63398631,16:9,5,1.068715,-0.9044992000000001
pond5_image_63398631,1:1,5,1.067446,-0.64062
pond5_image_63398631,3:4,5,1.014194,-0.9428091999999999
pond5_image_63398631,4:3,5,1.093126,-0.11277140000000001
pond5_image_63398631,9:16,5,-6.074037,-10.3430502
pond5_image_64357880,16:9,5,-0.848462,-2.4457668
pond5_image_64357880,1:1,5,-0.866668,-7.385290599999999
pond5_image_64357880,3:4,5,-7.358535,-9.9848322
pond5_image_64357880,4:3,5,-0.842087,-2.6881574
pond5_image_64357880,9:16,5,-12.509466,-14.7279648
pond5_image_64839514,16:9,5,-0.821504,-0.9403839999999999
pond5_image_64839514,1:1,5,-5.223049,-8.1091352
pond5_image_64839514,3:4,5,-9.505645,-13.058649400000002
pond5_image_64839514,4:3,5,-1.948007,-3.7562054000000002
pond5_image_64839514,9:16,5,-15.207275,-19.059925
pond5_image_65124036,16:9,5,-0.825675,-2.5451716
pond5_image_65124036,1:1,5,-7.221048,-13.104723000000002
pond5_image_65124036,3:4,5,-19.467541,-24.721264400000003
pond5_image_65124036,4:3,5,-0.80716,-1.4723983999999999
pond5_image_65124036,9:16,3,-30.999875,-35.29975566666667
pond5_image_66445307,16:9,5,-0.848957,-1.5880164
pond5_image_66445307,1:1,5,-2.045507,-3.2673604
pond5_image_66445307,3:4,5,-5.346072,-9.405162999999998
pond5_image_66445307,4:3,5,-0.838727,-1.6654992
pond5_image_66445307,9:16,5,-9.649862,-13.8078418
pond5_image_69024219,16:9,5,-2.768632,-5.3132892
pond5_image_69024219,1:1,5,-3.48913,-6.309082999999999
pond5_image_69024219,3:4,2,-11.160189,-11.224379
pond5_image_69024219,4:3,5,-0.802559,-2.5046726
pond5_image_69024219,9:16,5,-15.968148,-16.6688518
pond5_image_77017401,16:9,3,-2.448206,-2.6359706666666667
pond5_image_77017401,1:1,5,-0.727627,-0.7858078
pond5_image_77017401,3:4,5,-0.74353,-1.0339542
pond5_image_77017401,4:3,5,-0.747494,-1.1030622
pond5_image_77017401,9:16,1,-0.739599,-0.739599
pond5_image_82221699,16:9,1,-2.583558,-2.583558
pond5_image_82221699,1:1,5,1.020094,-0.406846
pond5_image_82221699,3:4,5,-2.98133,-3.4205619999999994
pond5_image_82221699,4:3,5,1.052647,0.5378856
pond5_image_82221699,9:16,5,-8.405636,-10.8611946
pond5_image_83259848,16:9,5,1.088997,0.7388444
pond5_image_83259848,1:1,5,1.07521,0.18972080000000002
pond5_image_83259848,3:4,5,1.030379,-1.5293342
pond5_image_83259848,4:3,5,1.097573,1.0358817999999999
pond5_image_83259848,9:16,5,-0.511909,-4.5783968
pond5_image_83440819,16:9,5,-25.19419,-31.612108999999997
pond5_image_83440819,1:1,5,-5.82055,-11.100705
pond5_image_83440819,3:4,5,1.074641,0.18337399999999993
pond5_image_83440819,4:3,5,-14.649832,-20.807502399999997
pond5_image_83440819,9:16,5,1.045458,-1.6385399999999997
pond5_image_85044509,16:9,5,-2.464065,-7.7755694
pond5_image_85044509,1:1,5,-5.168379,-9.535293200000002
pond5_image_85044509,3:4,5,-9.457532,-13.7173032
pond5_image_85044509,4:3,5,-1.900494,-8.6967074
pond5_image_85044509,9:16,5,-15.073289,-19.3412368
pond5_image_86739151,16:9,1,-7.656571,-7.656571
pond5_image_86739151,1:1,1,-2.58332,-2.58332
pond5_image_86739151,3:4,5,-10.936956,-15.559816000000001
pond5_image_86739151,4:3,4,-1.340007,-1.42960275
pond5_image_86739151,9:16,5,-16.691948,-20.832353
pond5_image_89198153,16:9,5,-6.124357,-12.1803454
pond5_image_89198153,1:1,5,-1.403815,-1.4136368
pond5_image_89198153,3:4,5,-1.430373,-1.5021062
pond5_image_89198153,4:3,5,-1.387965,-1.4924620000000002
pond5_image_89198153,9:16,5,-1.47236,-2.023705
pond5_image_94619594,16:9,1,-1.940803,-1.940803
pond5_image_94619594,1:1,5,-7.258554,-9.6983746
pond5_image_94619594,3:4,1,-14.613829,-14.613829
pond5_image_94619594,4:3,5,-2.657088,-2.978545
pond5_image_94619594,9:16,5,-20.817202,-27.927222600000004
pond5_image_97691404,16:9,5,-0.885848,-2.3794682000000003
pond5_image_97691404,1:1,5,-0.89519,-3.0079789999999997
pond5_image_97691404,3:4,5,-0.989211,-4.850897999999999
pond5_image_97691404,4:3,5,-0.846703,-2.1759322
pond5_image_97691404,9:16,5,-1.324582,-6.466166599999999
sstk_image_1012659964,16:9,5,-0.902247,-4.350055
sstk_image_1012659964,1:1,5,1.081094,0.7499551999999999
sstk_image_1012659964,3:4,5,1.041144,-2.0745598000000003
sstk_image_1012659964,4:3,5,1.107512,-1.3088912000000001
sstk_image_1012659964,9:16,5,-1.036039,-3.1637252
sstk_image_1015257178,16:9,5,-12.692988,-17.1833212
sstk_image_1015257178,1:1,5,-3.773586,-6.756539999999999
sstk_image_1015257178,3:4,5,-0.884011,-5.8020778
sstk_image_1015257178,4:3,5,-7.638047,-11.428451
sstk_image_1015257178,9:16,5,-1.86545,-6.0252368
sstk_image_102697559,16:9,5,-15.540889,-21.9974038
sstk_image_102697559,1:1,5,-5.336644,-8.163003999999999
sstk_image_102697559,3:4,5,-9.090381,-10.73954
sstk_image_102697559,4:3,5,-10.075467,-16.4997392
sstk_image_102697559,9:16,5,-14.051487,-16.7840852
sstk_image_1032537781,16:9,5,-2.446808,-8.4516132
sstk_image_1032537781,1:1,5,-5.138428,-8.576213599999999
sstk_image_1032537781,3:4,5,-9.427276,-13.705146200000001
sstk_image_1032537781,4:3,5,-1.88442,-10.0963146
sstk_image_1032537781,9:16,5,-15.084619,-19.3625366
sstk_image_1036118752,16:9,5,-2.941532,-4.385167
sstk_image_1036118752,1:1,5,-1.991873,-4.992275
sstk_image_1036118752,3:4,5,-5.316116,-8.181142600000001
sstk_image_1036118752,4:3,5,-0.856386,-2.0686446
sstk_image_1036118752,9:16,5,-9.6497,-13.5737828
sstk_image_1036349740,16:9,5,-2.45299,-8.7357798
sstk_image_1036349740,1:1,5,-4.369027,-8.614098
sstk_image_1036349740,3:4,5,-8.405869,-10.378703400000001
sstk_image_1036349740,4:3,5,-1.291579,-7.7160968
sstk_image_1036349740,9:16,5,-13.737493,-16.8266944
sstk_image_1059769676,16:9,5,-0.871604,-1.4636294
sstk_image_1059769676,1:1,5,-2.830474,-5.0790972000000005
sstk_image_1059769676,3:4,5,-6.362352,-12.206564199999999
sstk_image_1059769676,4:3,5,-0.87585,-1.8024366
sstk_image_1059769676,9:16,5,-11.031423,-14.9867232
sstk_image_1070169710,16:9,5,-7.481824,-14.4010348
sstk_image_1070169710,1:1,5,-0.865209,-4.099380399999999
sstk_image_1070169710,3:4,5,-0.859985,-2.0809386
sstk_image_1070169710,4:3,5,-3.666473,-14.041398599999999
sstk_image_1070169710,9:16,5,-2.517488,-3.9984886000000004
sstk_image_1070177867,16:9,5,-0.838996,-1.2499952
sstk_image_1070177867,1:1,5,-0.827593,-1.1096086
sstk_image_1070177867,3:4,5,-0.893662,-2.4906514
sstk_image_1070177867,4:3,5,-0.817234,-0.892919
sstk_image_1070177867,9:16,5,-4.531051,-6.3192596000000005
sstk_image_1074361184,16:9,2,-32.852088,-32.8626575
sstk_image_1074361184,1:1,1,-6.206266,-6.206266
sstk_image_1074361184,3:4,2,-0.490065,-1.0541005
sstk_image_1074361184,4:3,1,-15.654283,-15.654283
sstk_image_1074361184,9:16,3,-2.400589,-2.9173229999999997
sstk_image_1104099791,16:9,5,-8.046983,-9.995843400000002
sstk_image_1104099791,1:1,5,-1.054191,-1.4240093999999999
sstk_image_1104099791,3:4,5,-0.825859,-1.6305046
sstk_image_1104099791,4:3,5,-4.088184,-5.193150999999999
sstk_image_1104099791,9:16,5,-2.6649,-4.3490832
sstk_image_1108055033,16:9,5,1.047394,1.043879
sstk_image_1108055033,1:1,5,0.988014,-2.882305
sstk_image_1108055033,3:4,5,-1.370427,-5.1743778
sstk_image_1108055033,4:3,5,1.018825,1.0078764
sstk_image_1108055033,9:16,5,-4.418327,-9.341447599999999
sstk_image_1115275046,16:9,5,-13.371465,-17.674201399999998
sstk_image_1115275046,1:1,5,-4.097809,-6.1630088
sstk_image_1115275046,3:4,5,-1.075111,-1.4812661999999999
sstk_image_1115275046,4:3,5,-8.09121,-10.960646
sstk_image_1115275046,9:16,5,-0.777022,-1.2748424
sstk_image_1129108832,16:9,5,-0.876638,-4.1616748
sstk_image_1129108832,1:1,5,1.07258,1.0520278
sstk_image_1129108832,3:4,5,1.043245,-0.453021
sstk_image_1129108832,4:3,5,1.079698,0.4817638000000001
sstk_image_1129108832,9:16,5,0.998052,-3.3793397999999994
sstk_image_1131410603,16:9,5,-0.892665,-1.6050376
sstk_image_1131410603,1:1,5,-4.818024,-7.1336944
sstk_image_1131410603,3:4,5,-8.991298,-11.3508348
sstk_image_1131410603,4:3,5,-1.650416,-2.0170103999999998
sstk_image_1131410603,9:16,5,-14.44437,-17.592750000000002
sstk_image_1137779690,16:9,5,1.053213,0.2665454
sstk_image_1137779690,1:1,5,-2.61306,-3.0988698
sstk_image_1137779690,3:4,5,-6.104373,-9.3384496
sstk_image_1137779690,4:3,5,1.063832,0.28621180000000007
sstk_image_1137779690,9:16,5,-10.511871,-13.1395768
sstk_image_1138969595,16:9,5,1.094219,1.0381247999999998
sstk_image_1138969595,1:1,5,1.034995,-1.2414798
sstk_image_1138969595,3:4,5,-1.36484,-4.2537116
sstk_image_1138969595,4:3,5,1.062386,0.3867168
sstk_image_1138969595,9:16,5,-4.422623,-8.6772802
sstk_image_1141204904,16:9,5,1.066649,0.30924019999999997
sstk_image_1141204904,1:1,5,1.032085,-0.25015
sstk_image_1141204904,3:4,5,0.981896,-3.7426212
sstk_image_1141204904,4:3,5,1.064172,0.6854313999999999
sstk_image_1141204904,9:16,5,-2.768615,-7.430173399999999
